ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;ACCESIBILIDAD-INSTALACION;CLASE-VIAL-INSTALACION;NOMBRE-VIA-INSTALACION;NUM-INSTALACION;DISTRITO-INSTALACION;BARRIO-INSTALACION;CODIGO-POSTAL-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TIPO;AUDIENCIA;
12127045;"100 años de la Mesta (Fiesta de la Trashumancia)";"";"1";"1";"X,J,V,S,D";"24/12/2023;25/12/2023;";"2023-10-01 00:00:00.0";"2023-12-30 23:59:00.0";"10:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e9b6122b8241b810VgnVCM1000001d4a900aRCRD";"100 años de la Mesta (Fiesta de la Trashumancia)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e536122b8241b810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a22598d1351c010VgnVCM1000000b205a0aRCRD";"Centro de Educación Ambiental de Casa de Campo";"1";"PARQUE";"CASA DE CAMPO (JUNTO AL EMBARCADERO DEL LAGO)";"";"MONCLOA-ARAVACA";"CASA DE CAMPO";"28011";"437990";"4474399";"40.41789950036311";"-3.7309390858931137";"/contenido/actividades/Exposiciones";"";
12139866;"20 años en barbecho";"";"1";"0";"";"";"2023-11-25 00:00:00.0";"2023-11-25 23:59:00.0";"19:00";"Ciclo La Música del Bulevar.   Edad recomendada: a partir de 14 años.  Duración: 60 minutos.  Sinopsis  Punk Rock.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=83481bff9b66b810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1aaf38317117e210VgnVCM1000000b205a0aRCRD";"Jardín del Bulevar de Peña Gorbea";"2";"CALLE";"PEÑA GORBEA";"17";"PUENTE DE VALLECAS";"SAN DIEGO";"28053";"443393";"4471901";"40.3957812018463";"-3.6670346724676173";"/contenido/actividades/Musica";"";
12160770;"25N. Día Internacional de la Eliminación de la Violencia contra la Mujer en Usera";"";"0";"1";"L,M,X,J,V,S,D";"";"2023-11-01 00:00:00.0";"2023-11-29 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d3837900addcb810VgnVCM2000001f4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/ActividadesCalleArteUrbano";"";
12150374;"54 voces contra la guerra";"";"1";"0";"";"";"2023-12-12 00:00:00.0";"2023-12-12 23:59:00.0";"18:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d5406af73609b810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70d879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo)";"1,6";"AVENIDA";"MONFORTE DE LEMOS";"38";"FUENCARRAL-EL PARDO";"EL PILAR";"28029";"439867";"4481122";"40.47860087334554";"-3.7094408342979954";"/contenido/actividades/RecitalesPresentacionesActosLiterarios";"";
12086680;"8 (M)Ulier. Cuentos por la mujer para adultos.";"";"1";"0";"";"";"2023-11-16 00:00:00.0";"2023-11-16 23:59:00.0";"19:00";"Conmemoración día contra la violencia de género. Teatro - narración oral a cargo de la Cía Trémola Teatro. 8(M)ulier reivindica la figura de la muer a través de cuentos, canciones y poemas. Un viaje que no dejará indiferente a nadie.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e934d9a4af46a810VgnVCM2000001f4a900aRCRD";"Actividades Centro Sociocultural Valverde (Fuencarral - El pardo). Noviembre 2023.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=387b1a111ff4a810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f04c1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Valverde (Fuencarral - El Pardo)";"1";"PLAZA";"ISLAS AZORES";"1";"FUENCARRAL-EL PARDO";"VALVERDE";"28034";"441699";"4482933";"40.49504564211655";"-3.6880070256093758";"/contenido/actividades/TeatroPerformance";"";
12104168;"90 Salón de Otoño";"";"1";"1";"L,M,X,J,V,S,D";"";"2023-10-26 00:00:00.0";"2023-11-26 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cbc606532e1ba810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Casa de Vacas (Retiro)";"1";"PASEO";"COLOMBIA";"1";"RETIRO";"LOS JERONIMOS";"28009";"441967";"4474495";"40.41906024374356";"-3.6840615387926956";"/contenido/actividades/Exposiciones";"";
12153468;"A la sombra del jacarandá";"";"1";"0";"";"";"2023-11-25 00:00:00.0";"2023-11-25 23:59:00.0";"19:00";"Aurora Cillero Azofra. En la primavera de 2022, después de que la dura pandemia acabara con muchas vidas, destruyera y separara otras, nos volvemos a encontrar con los personajes de la residencia Dorado sol de otoño. A la sombra de otro hermoso jacarandá, un precioso gualanday. Han pasado dos años, dolorosos para muchos de ellos. Han tenido que superar la enfermedad, el desconsuelo de perder a familiares y amigos, sortear muchas dificultades económicas, pero ahí están. Desapareció la residencia, de ella sólo les quedan recuerdos, los que condicionaron sus vidas, los que los unieron o separaron. La comprensión, el cariño, el amor, han ayudado y Elisa, Joaquín e Inés continúan aferrados a ilusiones y esperanzas porque pretenden gozar de la vida que les queda. No será fácil.";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1191b948274ab810VgnVCM2000001f4a900aRCRD";"Actividades en el Centro Cultural Carril del Conde";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4dc76ed8d8a75610VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=66a7cbf06c81c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Carril del Conde (Hortaleza)";"1";"CALLE";"CARRIL DEL CONDE";"57";"HORTALEZA";"CANILLAS";"28043";"444516";"4479119";"40.46088953531134";"-3.6544210187969433";"/contenido/actividades/TeatroPerformance";"";
12152515;"A mi aire";"";"1";"0";"";"";"2023-11-25 00:00:00.0";"2023-11-25 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3620ec6e824ab810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=07f63190712b1110VgnVCM1000000b205a0aRCRD";"Centro Cultural Ciudad Pegaso (San Blas - Canillejas)";"1";"AVENIDA";"SEPTIMA";"11";"SAN BLAS-CANILLEJAS";"REJAS";"28022";"449281";"4477704";"40.44844757572015";"-3.598099871155595";"/contenido/actividades/Musica";"";
12124362;"ABBA live in concert";"";"1";"0";"";"";"2023-11-25 00:00:00.0";"2023-11-25 23:59:00.0";"18:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0fb0bf720ffa810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=38ef0a47f441f010VgnVCM2000000c205a0aRCRD";"Junta Municipal del Distrito de Usera";"1";"AVENIDA";"RAFAELA YBARRA";"41";"USERA";"PRADOLONGO";"28026";"439670";"4470445";"40.38241253009179";"-3.7107515747822353";"/contenido/actividades/Musica";"";
12150862;"Aberrantes";"";"1";"0";"";"";"2023-11-18 00:00:00.0";"2023-11-18 23:59:00.0";"19:00";"Compañía Aúpa Teatro. El día a día de los Aberrante rebosa de violencia e ignorancia. Frígida, la matriarca, lidera a su clan con la ayuda de su esposo y cómplice, Macario. Entre ellos, sumido en la pura inocencia, está Bebé. Pero este idílico caos se desmorona cuando Facundo, el padre de Frígida, anuncia su jubilación e impone a su hija una condición para heredar la empresa: ha de enseñar a Bebé el sangriento negocio familiar. Bebé solo cuenta con el apoyo de su abuela, Socorro Auxilio, que le anima a perseguir opciones más honradas en la vida. ¿Será Bebé capaz de escapar de la barbarie sin mancharse las manos?";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=222691bfd349b810VgnVCM1000001d4a900aRCRD";"Actividades en el Centro Cultural Puerta de Toledo (Centro)";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=54edff299a15d710VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=28ea1e79ee71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Puerta de Toledo (Centro)";"1";"AVENIDA";"GRAN VIA DE SAN FRANCISCO";"2";"CENTRO";"PALACIO";"28005";"439593";"4473220";"40.40741060830642";"-3.7119168856897677";"/contenido/actividades/TeatroPerformance";"";
12138840;"AFRICULTURAS";"";"1";"0";"";"";"2023-11-27 00:00:00.0";"2023-11-27 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4bf4058e616b810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Casa de Vacas (Retiro)";"1";"PASEO";"COLOMBIA";"1";"RETIRO";"LOS JERONIMOS";"28009";"441967";"4474495";"40.41906571939961";"-3.684053112760816";"/contenido/actividades/DanzaBaile";"";
12138846;"AFRICULTURAS";"";"1";"0";"";"";"2023-12-01 00:00:00.0";"2023-12-01 23:59:00.0";"21:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecef4058e616b810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=add63d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas)";"1";"AVENIDA";"GLORIETAS";"19";"PUENTE DE VALLECAS";"ENTREVIAS";"28053";"443976";"4469457";"40.37381624358889";"-3.6599325731670977";"/contenido/actividades/DanzaBaile";"";
12138841;"AFRICULTURAS";"";"1";"0";"";"";"2023-12-01 00:00:00.0";"2023-12-01 23:59:00.0";"19:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0cf4058e616b810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=add63d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas)";"1";"AVENIDA";"GLORIETAS";"19";"PUENTE DE VALLECAS";"ENTREVIAS";"28053";"443976";"4469457";"40.37381624358889";"-3.6599325731670977";"/contenido/actividades/DanzaBaile";"";
12138853;"AFRICULTURAS";"";"1";"0";"";"";"2023-12-02 00:00:00.0";"2023-12-02 23:59:00.0";"11:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3104058e616b810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=add63d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas)";"1";"AVENIDA";"GLORIETAS";"19";"PUENTE DE VALLECAS";"ENTREVIAS";"28053";"443976";"4469457";"40.37381624358889";"-3.6599325731670977";"/contenido/actividades/DanzaBaile";"";
12138850;"AFRICULTURAS";"";"1";"0";"";"";"2023-12-02 00:00:00.0";"2023-12-02 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c2004058e616b810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Casa de Vacas (Retiro)";"1";"PASEO";"COLOMBIA";"1";"RETIRO";"LOS JERONIMOS";"28009";"441967";"4474495";"40.41906571939961";"-3.684053112760816";"/contenido/actividades/DanzaBaile";"";
12138842;"AFRICULTURAS";"";"1";"0";"";"";"2023-12-02 00:00:00.0";"2023-12-02 23:59:00.0";"19:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b7cf4058e616b810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=add63d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas)";"1";"AVENIDA";"GLORIETAS";"19";"PUENTE DE VALLECAS";"ENTREVIAS";"28053";"443976";"4469457";"40.37381624358889";"-3.6599325731670977";"/contenido/actividades/DanzaBaile";"";
12138855;"AFRICULTURAS";"";"1";"0";"";"";"2023-11-21 00:00:00.0";"2023-11-21 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b6204058e616b810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70d879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo)";"1,6";"AVENIDA";"MONFORTE DE LEMOS";"38";"FUENCARRAL-EL PARDO";"EL PILAR";"28029";"439867";"4481122";"40.47860087334554";"-3.7094408342979954";"/contenido/actividades/DanzaBaile";"";
12138858;"AFRICULTURAS";"";"1";"0";"";"";"2023-12-02 00:00:00.0";"2023-12-02 23:59:00.0";"13:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e404058e616b810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=add63d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas)";"1";"AVENIDA";"GLORIETAS";"19";"PUENTE DE VALLECAS";"ENTREVIAS";"28053";"443976";"4469457";"40.37381624358889";"-3.6599325731670977";"/contenido/actividades/DanzaBaile";"";
12138849;"AFRICULTURAS";"";"1";"0";"";"";"2023-12-01 00:00:00.0";"2023-12-01 23:59:00.0";"21:50";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7eff4058e616b810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=add63d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas)";"1";"AVENIDA";"GLORIETAS";"19";"PUENTE DE VALLECAS";"ENTREVIAS";"28053";"443976";"4469457";"40.37381624358889";"-3.6599325731670977";"/contenido/actividades/DanzaBaile";"";
12138857;"AFRICULTURAS";"";"1";"0";"";"";"2023-11-24 00:00:00.0";"2023-11-24 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=53404058e616b810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9a879262ef5d010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal La Chata (Carabanchel)";"1,6";"CALLE";"GENERAL RICARDOS";"252";"CARABANCHEL";"VISTA ALEGRE";"28025";"437014";"4470566";"40.38330593504341";"-3.7420633861175796";"/contenido/actividades/DanzaBaile";"";
12138854;"AFRICULTURAS";"";"1";"0";"";"";"2023-11-17 00:00:00.0";"2023-11-17 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4f104058e616b810VgnVCM1000001d4a900aRCRD";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"/contenido/actividades/DanzaBaile";"";
12138852;"AFRICULTURAS";"";"1";"0";"";"";"2023-11-30 00:00:00.0";"2023-11-30 23:59:00.0";"19:30";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=41104058e616b810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=add63d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas)";"1";"AVENIDA";"GLORIETAS";"19";"PUENTE DE VALLECAS";"ENTREVIAS";"28053";"443976";"4469457";"40.37381624358889";"-3.6599325731670977";"/contenido/actividades/DanzaBaile";"";
12138856;"AFRICULTURAS";"";"1";"0";"";"";"2023-11-23 00:00:00.0";"2023-11-23 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=31304058e616b810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e8f3d0b5e71c010VgnVCM1000000b205a0aRCRD";"Biblioteca Pública Municipal Miguel Delibes (Moratalaz)";"1,6";"CALLE";"ARROYO BELINCOSO";"11";"MORATALAZ";"MEDIA LEGUA";"28030";"444597";"4473439";"40.40971737692924";"-3.6529822109115133";"/contenido/actividades/DanzaBaile";"";
12138839;"AFRICULTURAS";"";"1";"0";"";"";"2023-11-20 00:00:00.0";"2023-11-20 23:59:00.0";"18:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2faf4058e616b810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Casa de Vacas (Retiro)";"1";"PASEO";"COLOMBIA";"1";"RETIRO";"LOS JERONIMOS";"28009";"441967";"4474495";"40.41906571939961";"-3.684053112760816";"/contenido/actividades/DanzaBaile";"";
12144947;"AFROFRESH - Puente de Vallecas";"";"1";"0";"";"";"2023-12-01 00:00:00.0";"2023-12-01 23:59:00.0";"21:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b1b136195218b810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=add63d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas)";"1";"AVENIDA";"GLORIETAS";"19";"PUENTE DE VALLECAS";"ENTREVIAS";"28053";"443976";"4469457";"40.37381624358889";"-3.6599325731670977";"/contenido/actividades/1ciudad21distritos";"";
12112925;"Akai- Vida en cuatro haikus";"";"0";"0";"";"";"2023-12-05 00:00:00.0";"2023-12-05 23:59:00.0";"19:00";"Circo  Miscelánea Circo   Es un montaje se combina la manipulación de objetos, la danza, la acrobacia en aro aéreo y la poesía en forma de haiku. Se expresa la rebelión contra lo impuesto, las etapas de la vida y la vuelta a lo más primitivo, teniendo como hilo conductor las estaciones. Duración 1 hora";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=79ab4d3febada810VgnVCM1000001d4a900aRCRD";"P.I.A.D. 2023";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6acd80a639ada810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f3073d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural el Torito (Moratalaz)";"1";"AVENIDA";"MORATALAZ";"130";"MORATALAZ";"VINATEROS";"28030";"445141";"4473033";"40.40609591857167";"-3.646536107063507";"/contenido/actividades/DanzaBaile";"";
12062498;"Al compás de Dobemol";"Matrícula: 140 euros /trimestre (más gastos de gestión). Solo se devolverá el importe de la matrícula en caso de que la organización cancele la actividad.";"0";"0";"";"";"2023-09-21 00:00:00.0";"2023-12-19 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3fd9b3a602879810VgnVCM1000001d4a900aRCRD";"Al compás de Dobemol";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d8e9b3a602879810VgnVCM1000001d4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD";"Matadero Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471422";"40.39130985242181";"-3.6958028442054074";"";"";
12139667;"Al son de los palillos";"";"1";"0";"";"";"2023-11-15 00:00:00.0";"2023-11-15 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=39128487c466b810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4a273d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Cultural Lope de Vega (Puente de Vallecas)";"1";"CALLE";"CONCEJO DE TEVERGA";"1";"PUENTE DE VALLECAS";"ENTREVIAS";"28053";"442974";"4470850";"40.386296991431074";"-3.671858416387963";"/contenido/actividades/TeatroPerformance";"";
12062653;"Alas para soñar y aletas para jugar";"Matrícula: 25 euros por las 3 sesiones (más gastos de gestión). Solo se devolverá el importe de la matrícula en caso de cancelación de la actividad.";"0";"0";"";"";"2023-10-08 00:00:00.0";"2023-12-03 23:59:00.0";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b5dfb3a602879810VgnVCM1000001d4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef686a9ee7336110VgnVCM1000000b205a0aRCRD";"Matadero Madrid";"1";"PLAZA";"LEGAZPI";"8";"ARGANZUELA";"CHOPERA";"28045";"440946";"4471422";"40.39130985242181";"-3.6958028442054074";"";"";
12139804;"Alas rotas";"";"1";"0";"";"";"2023-11-24 00:00:00.0";"2023-11-24 23:59:00.0";"19:00";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1e22428f6866b810VgnVCM2000001f4a900aRCRD";"";"";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=20a43d0b5e71c010VgnVCM1000000b205a0aRCRD";"Centro Sociocultural Alberto Sánchez (Puente de Vallecas)";"1";"CALLE";"RISCO DE PELOCHE";"14";"PUENTE DE VALLECAS";"NUMANCIA";"28038";"444360";"4471652";"40.393619022093546";"-3.6556016835101834";"/contenido/actividades/TeatroPerformance";"";
12160648;"Alba Morena y Masunó";"";"1";"0";"";"";"2023-11-17 00:00:00.0";"2023-11-17 23:59:00.0";"21:00";"Concierto";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e24212678bdcb810VgnVCM2000001f4a900aRCRD";"Monográfico Festival Generación Pop";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=12923d6cc2fab810VgnVCM2000001f4a900aRCRD";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6c5c625c0d168510VgnVCM1000001d4a900aRCRD";"Nave de Terneras del Centro Cultural Casa del Reloj";"1";"PASEO";"CHOPERA";"10";"ARGANZUELA";"CHOPERA";"28045";"440713";"4471660";"40.393432756132874";"-3.6985778802913103";"/contenido/actividades/DanzaBaile";"";
